date,EUR,GBP,JPY
2003-03-13,1.8065,0.697,1.0684
2003-03-14,0.6079,1.1585,-0.1942
2003-03-15,-0.0744,-0.0725,-0.0338
2003-03-16,-0.1349,-0.0789,-0.0465
2003-03-17,1.1822,0.9124,0.1901
2003-03-18,0.033,0.2963,0.3203
2003-03-19,0.7078,0.1213,1.3623
2003-03-20,-0.5573,-0.0958,-0.2161
2003-03-21,0.8797,0.211,1.0756
2003-03-22,-0.0285,-0.112,0.0329
2003-03-23,-0.5494,-0.0671,-0.3131
2003-03-24,-0.4384,-0.4843,-0.3307
2003-03-25,-0.2067,0.0351,-0.5147
2003-03-26,-0.2951,-0.1366,-0.0749
2003-03-27,-0.0983,0.6019,-0.0917
2003-03-28,-0.7775,-0.5893,-0.1669
2003-03-29,0.0185,0.0826,0.1168
2003-03-30,-0.1808,-0.0732,-0.0417
2003-03-31,-1.183,-0.57,-1.5727
2003-04-01,0.1557,0.367,0.0763
2003-04-02,1.3149,0.6648,0.7216
2003-04-03,0.1069,-0.3092,0.4489
2003-04-04,0.2048,0.7118,0.4427
2003-04-05,-0.0419,-0.0671,-0.0375
2003-04-06,-0.0047,0.0609,0.3579
2003-04-07,0.4012,0.3948,-0.4956
2003-04-08,-0.1214,0.0513,0.1043
2003-04-09,-0.6239,-0.5838,0.1375
2003-04-10,-0.1298,-0.6123,-0.3254
2003-04-11,0.311,0.07,0.7036
2003-04-12,0.0466,0.0446,-0.1162
2003-04-13,0.0604,-0.1018,0.1328
2003-04-14,-0.0232,-0.0698,0.0788
2003-04-15,-0.4781,0.2067,-0.2989
2003-04-16,-1.0778,-0.638,-0.5921
2003-04-17,0.3535,0.6124,0.046
2003-04-18,-0.0368,-0.0094,0.1295
2003-04-19,0.0644,0.0349,0.0501
2003-04-20,-0.1288,-0.0094,-0.1044
2003-04-21,0.1471,0.5107,0.6619
2003-04-22,-0.8882,-0.9586,-0.42
2003-04-23,-0.0639,-0.6538,0.2497
2003-04-24,-0.5134,-0.374,-0.2497
2003-04-25,-0.0362,0.1443,0.1707
2003-04-26,-0.009,0.0032,-0.0707
2003-04-27,0.0,-0.0787,0.0333
2003-04-28,0.4676,0.2957,0.2535
2003-04-29,-0.8926,-0.3989,-0.5912
2003-04-30,-0.7998,-0.2382,-0.6199
2003-05-01,-0.5756,-0.8349,-0.3788
2003-05-02,0.0712,0.4539,0.4376
2003-05-03,0.0089,0.0063,-0.0588
2003-05-04,-0.0535,0.0156,0.0168
2003-05-05,-0.5015,-0.1652,-0.3408
2003-05-06,-1.2061,-0.5059,-0.9274
2003-05-07,0.6188,1.1053,-0.9146
2003-05-08,-1.2296,-0.3093,0.5096
2003-05-09,0.0915,-0.1778,0.3028
2003-05-10,-0.1045,0.1496,-0.1449
2003-05-11,-0.2823,-0.3396,0.0
2003-05-12,-0.2339,-0.1553,-0.1964
2003-05-13,0.26,0.0715,-0.1796
2003-05-14,0.3257,-0.53,-0.4118
2003-05-15,0.9443,-0.2684,0.1417
2003-05-16,-1.72,0.037,-0.3655
2003-05-17,-0.1166,0.0,0.0
2003-05-18,0.0777,0.0,-0.0776
2003-05-19,-0.5552,-0.7221,1.0038
2003-05-20,-0.5009,-0.5069,-0.3549
2003-05-21,0.6084,0.3296,0.6532
2003-05-22,-0.5485,0.0917,-0.2642
2003-05-23,-1.126,-0.1376,-0.2563
2003-05-24,-0.0719,0.0673,0.0171
2003-05-25,0.1098,0.2111,-0.0428
2003-05-26,-0.367,-0.3119,-0.0128
2003-05-27,0.5066,-0.0488,0.3929
2003-05-28,0.3901,-0.1282,1.1233
2003-05-29,-1.1827,-0.8528,-0.5749
2003-05-30,1.0638,1.1277,1.1675
2003-05-31,0.0637,0.0059,0.0042
2003-06-01,0.4981,-0.0244,0.2553
2003-06-02,-0.3239,-0.1557,-0.8605
2003-06-03,0.1618,0.6213,0.4668
2003-06-04,0.7872,-0.1074,-0.2563
2003-06-05,-1.6484,-1.8325,-0.9468
2003-06-06,1.16,-0.0541,0.7868
2003-06-07,0.0042,0.0211,0.0505
2003-06-08,-0.0171,0.1928,0.0126
2003-06-09,-0.1068,0.7447,-0.4262
2003-06-10,0.3421,-0.3822,-0.394
2003-06-11,-0.7127,-0.898,0.0
2003-06-12,-0.136,-0.1828,-0.0637
2003-06-13,-0.7575,-0.1317,-0.1956
2003-06-14,-0.0717,0.0598,-0.0341
2003-06-15,-0.0589,-0.1316,-0.0213
2003-06-16,0.4387,-0.2209,0.1915
2003-06-17,0.36,-0.4908,0.4242
2003-06-18,0.7796,0.3895,-0.2331
2003-06-19,-0.2946,-0.0564,0.3938
2003-06-20,1.0589,0.9933,0.0591
2003-06-21,-0.0905,-0.0062,0.0507
2003-06-22,0.289,-0.0451,0.0422
2003-06-23,0.2117,-0.2402,-0.601
2003-06-24,0.3859,0.2432,0.1188
2003-06-25,-0.2733,-0.6083,0.0593
2003-06-26,1.0189,0.7526,1.1836
2003-06-27,-0.0701,0.6765,0.1465
2003-06-28,0.0701,0.0363,0.0418
2003-06-29,-0.1049,0.0,-0.0084
2003-06-30,-0.6016,-0.3328,0.1337
2003-07-01,-0.4856,-0.4731,-0.301
2003-07-02,0.1689,-0.1894,-1.1073
2003-07-03,0.3993,-0.1559,0.0804
2003-07-04,0.0434,0.0449,-0.0635
2003-07-05,0.1307,-0.003,0.0212
2003-07-06,-0.0523,0.045,-0.0889
2003-07-07,1.4121,1.0704,0.1524
2003-07-08,0.0221,0.8401,-0.0127
2003-07-09,-0.2514,-0.1648,-0.2456
2003-07-10,-0.2861,0.2293,-0.2207
2003-07-11,0.7365,0.1836,0.1826
2003-07-12,0.2259,0.0338,-0.0594
2003-07-13,-0.2171,0.0093,0.0
2003-07-14,0.1995,1.0261,0.0297
2003-07-15,0.8551,1.3911,0.1611
2003-07-16,-0.3438,-0.3323,0.0762
2003-07-17,0.1026,0.0718,0.5867
2003-07-18,-0.6271,0.3233,-0.3035
2003-07-19,0.0266,-0.0313,0.0717
2003-07-20,0.0665,0.0094,0.038
2003-07-21,-0.7871,-0.6046,-0.1097
2003-07-22,0.225,0.2846,0.585
2003-07-23,-1.4157,-0.6835,-0.3026
2003-07-24,0.1045,-0.5771,0.1262
2003-07-25,-0.3132,-0.2502,-0.1009
2003-07-26,-0.0218,0.1574,0.1009
2003-07-27,0.1479,-0.0803,-0.1009
2003-07-28,0.0392,-0.3697,0.4953
2003-07-29,0.4577,0.0924,0.4429
2003-07-30,0.8559,0.4782,0.2831
2003-07-31,0.9566,0.3317,0.2284
2003-08-01,-0.3776,-0.028,-0.3448
2003-08-02,-0.0089,0.028,-0.0166
2003-08-03,0.0178,-0.0126,0.0874
2003-08-04,-0.7334,-0.0309,0.1039
2003-08-05,-0.2417,-0.2633,-0.4205
2003-08-06,0.4752,0.3938,0.3374
2003-08-07,-0.3523,-0.5422,-1.066
2003-08-08,0.5687,0.9313,0.0882
2003-08-09,0.0841,-0.084,0.042
2003-08-10,-0.0088,0.059,-0.0378
2003-08-11,-0.512,-0.2987,-0.4208
2003-08-12,0.6536,0.3705,0.1306
2003-08-13,-0.3362,-0.3612,0.3489
2003-08-14,0.5224,0.4019,-0.0126
2003-08-15,-0.0178,0.3,0.0462
2003-08-16,0.1022,0.003,-0.0042
2003-08-17,0.1555,0.0126,0.021
2003-08-18,0.7952,0.3732,0.2011
2003-08-19,0.0718,0.192,-0.9124
2003-08-20,0.2067,-0.4462,-0.1776
2003-08-21,1.7788,1.0811,-0.3349
2003-08-22,0.2705,0.1491,-0.1657
2003-08-23,0.1425,-0.0635,-0.017
2003-08-24,0.0598,0.1586,0.068
2003-08-25,-0.0322,0.1591,-0.1531
2003-08-26,0.0091,0.1082,-0.1406
2003-08-27,-0.0598,-0.1719,0.1534
2003-08-28,0.0507,-0.2732,-0.1065
2003-08-29,-1.0613,0.0445,-0.35
2003-08-30,0.05,-0.0921,0.0
2003-08-31,-0.0364,-0.0568,-0.1369
2003-09-01,0.1867,0.4984,-0.1628
2003-09-02,1.3772,0.1466,-0.4126
2003-09-03,-0.2262,-0.2037,-0.112
2003-09-04,-0.9137,-0.6218,0.6661
2003-09-05,-1.5013,-0.577,0.1327
2003-09-06,0.0631,0.0944,-0.1327
2003-09-07,0.0134,-0.0127,0.0557
2003-09-08,0.1895,0.3594,-0.0771
2003-09-09,-1.3896,-0.4537,0.0771
2003-09-10,0.1692,-0.0597,0.265
2003-09-11,0.0624,-0.2449,-0.0427
2003-09-12,-0.7334,-0.4845,0.2218
2003-09-13,-0.031,0.003,0.1107
2003-09-14,-0.0133,0.0,-0.0767
2003-09-15,0.0576,0.125,0.115
2003-09-16,0.9614,0.8184,-1.1771
2003-09-17,-0.9216,-1.3604,0.0258
2003-09-18,0.253,-0.5019,-0.6694
2003-09-19,-0.9506,-1.1432,-0.9448
2003-09-20,-0.0793,0.0366,-0.2672
2003-09-21,-0.4387,-0.1985,0.0395
2003-09-22,-0.476,-0.5992,-1.6846
2003-09-23,0.253,-0.1939,0.098
2003-09-24,-0.462,-0.4829,-0.7108
2003-09-25,0.0261,0.0179,0.5458
2003-09-26,0.1654,0.0753,-0.2323
2003-09-27,0.1264,-0.0151,-0.1522
2003-09-28,-0.0261,-0.0211,0.1209
2003-09-29,-1.1274,-0.454,-0.8807
2003-09-30,-0.6062,0.1562,0.6164
2003-10-01,-0.513,-0.3,-0.7655
2003-10-02,0.2904,-0.0541,0.1536
2003-10-03,1.0403,0.5104,0.0857
2003-10-04,-0.013,-0.5433,0.0586
2003-10-05,0.0172,0.0,-0.0135
2003-10-06,-1.2923,0.0449,-0.018
2003-10-07,-0.4341,0.4172,-0.9739
2003-10-08,-0.3732,-0.1414,-0.2461
2003-10-09,0.6708,-0.039,-0.4024
2003-10-10,-0.5607,0.1651,-0.4546
2003-10-11,0.0974,-0.081,0.1242
2003-10-12,0.0,-0.024,-0.1564
2003-10-13,0.7492,-0.0961,0.3126
2003-10-14,-0.1837,-0.3026,-0.0551
2003-10-15,0.7706,0.2396,0.5998
2003-10-16,0.3573,-0.3023,0.3008
2003-10-17,-0.692,-0.2837,-0.415
2003-10-18,0.0385,-0.0715,-0.0274
2003-10-19,-0.0899,-0.0625,-0.0229
2003-10-20,0.3475,0.4384,0.8287
2003-10-21,-0.1203,-0.0358,-0.6551
2003-10-22,-1.3127,-1.2063,-0.5446
2003-10-23,0.2415,-0.0827,0.6724
2003-10-24,-0.1229,-0.0766,-0.2876
2003-10-25,0.2886,0.0207,0.0091
2003-10-26,-0.068,0.0825,-0.1143
2003-10-27,0.1829,-0.0236,-0.6474
2003-10-28,0.6748,-0.2327,-0.1936
2003-10-29,0.0215,-0.0472,-0.0739
2003-10-30,0.2488,0.1884,0.4378
2003-10-31,0.448,0.0885,1.1294
2003-11-01,-0.1035,-0.1591,-0.0273
2003-11-02,0.0301,0.0677,-0.0728
2003-11-03,1.2412,1.1952,1.1899
2003-11-04,-0.3618,-0.2294,-1.4223
2003-11-05,0.458,0.3607,0.3143
2003-11-06,0.2626,0.3952,0.2725
2003-11-07,-1.1071,-0.4399,-0.8608
2003-11-08,0.1866,-0.0298,0.0412
2003-11-09,0.0,0.0028,-0.0457
2003-11-10,0.1912,0.2091,-0.7024
2003-11-11,-0.1391,0.3898,0.2255
2003-11-12,-1.1318,-0.5273,0.0046
2003-11-13,-0.7918,-0.6817,-0.5901
2003-11-14,-0.4423,-0.1216,0.1525
2003-11-15,0.0339,-0.0415,0.0277
2003-11-16,-0.0679,0.0,-0.0646
2003-11-17,0.2761,-0.284,0.6031
2003-11-18,-1.6412,-0.5683,-0.7742
2003-11-19,0.5413,0.2469,1.0995
2003-11-20,-0.2395,-0.3526,-0.3024
2003-11-21,-0.0335,0.0382,-0.1699
2003-11-22,0.21,-0.0411,-0.0506
2003-11-23,0.0461,0.0089,-0.0322
2003-11-24,1.053,0.5028,0.7015
2003-11-25,-0.2039,-0.1531,-0.0228
2003-11-26,-1.3023,-0.8239,-0.38
2003-11-27,0.2641,-0.0877,0.1192
2003-11-28,-0.6904,-0.4629,0.4343
2003-11-29,0.0333,-0.0377,0.041
2003-11-30,0.0585,0.0668,0.0456
2003-12-01,0.0417,0.1307,-0.3241
2003-12-02,-0.8399,-0.5975,-0.6468
2003-12-03,-0.3141,0.084,-0.4197
2003-12-04,0.339,0.3363,0.1293
2003-12-05,-0.7713,-0.4317,-0.5879
2003-12-06,0.1357,0.0059,-0.1301
2003-12-07,-0.1275,-0.0522,0.1579
2003-12-08,-0.533,-0.1673,-0.3348
2003-12-09,-0.1836,-0.7676,-0.2985
2003-12-10,0.3105,0.1776,1.1518
2003-12-11,0.0532,-0.0917,-0.2126
2003-12-12,-0.6979,-0.0915,-0.2873
2003-12-13,0.2036,0.0629,0.0557
2003-12-14,0.0,0.0,0.0
2003-12-15,-0.3255,-0.037,-0.2136
2003-12-16,-0.1097,-0.4603,-0.0651
2003-12-17,-0.659,-0.6702,-0.0698
2003-12-18,-0.2417,-0.4549,0.1488
2003-12-19,0.4433,0.4066,0.2321
2003-12-20,0.194,0.0539,0.0185
2003-12-21,-0.42,-0.0878,-0.167
2003-12-22,0.0404,0.1584,-0.1301
2003-12-23,0.0845,0.0824,-0.1722
2003-12-24,-0.483,-0.6614,0.0
2003-12-25,0.008,0.1578,-0.0746
2003-12-26,0.1607,0.034,0.2328
2003-12-27,0.0323,-0.2172,-0.0605
2003-12-28,-0.0845,0.2339,-0.0884
2003-12-29,-0.3892,-0.1521,-0.3032
2003-12-30,-0.547,-0.2479,0.0374
2003-12-31,-0.195,-0.4209,0.2751
2004-01-01,0.2786,0.1121,0.0093
2004-01-02,-0.3899,-0.5367,-0.4013
2004-01-03,0.0914,-0.0056,0.0748
2004-01-04,-0.0279,0.0671,0.0327
2004-01-05,-0.5664,-0.7561,-0.75
2004-01-06,-0.6458,-0.8766,-0.0518
2004-01-07,0.7882,0.1649,0.0565
2004-01-08,-1.0078,-0.7642,-0.0565
2004-01-09,-0.4767,-0.8747,0.3947
2004-01-10,0.0,-0.0459,0.0
2004-01-11,-0.0312,0.0,0.1078
2004-01-12,0.6725,0.1567,-0.0422
2004-01-13,-0.1608,0.0325,-0.4368
2004-01-14,0.8932,0.7533,-0.0047
2004-01-15,0.682,0.55,0.221
2004-01-16,0.0,0.0,0.0
2004-01-17,1.3741,1.3534,0.2439
2004-01-18,1.8155,-0.0417,-0.0469
2004-01-19,-1.4722,0.8797,0.5516
2004-01-20,-1.809,-2.068,-0.1773
2004-01-21,-0.4244,-0.5618,-0.1121
2004-01-22,-0.6275,-0.8108,-0.8875
2004-01-23,0.9604,0.9858,0.7331
2004-01-24,-0.0039,0.0411,0.0
2004-01-25,0.0597,0.1124,-0.2109
2004-01-26,0.882,0.5717,-0.2302
2004-01-27,-1.3341,-0.7799,-0.6274
2004-01-28,1.1859,0.3453,0.3543
2004-01-29,0.6184,0.2831,-0.0849
2004-01-30,-0.414,0.0,0.0
2004-01-31,0.0,0.0,0.0
2004-02-01,0.0,0.0,0.0
2004-02-02,0.2932,-0.1513,-0.312
2004-02-03,-0.8332,-0.9928,-0.0995
2004-02-04,0.0159,0.2617,-0.0142
2004-02-05,-0.0878,-0.0301,0.3974
2004-02-06,-1.2795,-0.7338,-0.4305
2004-02-07,0.0236,-0.0486,0.109
2004-02-08,0.5724,0.1951,0.1467
2004-02-09,-0.4503,-0.7188,-0.0899
2004-02-10,-0.1103,-0.7322,-0.09
2004-02-11,-0.9952,-1.0553,-0.1612
2004-02-12,0.156,-0.0424,0.0285
2004-02-13,0.4933,0.3258,0.0711
2004-02-14,0.1373,0.0475,-0.0047
2004-02-15,-0.1923,-0.0158,0.0379
2004-02-16,-0.1684,-0.2727,-0.0284
2004-02-17,-0.5115,-0.725,0.1942
2004-02-18,1.3607,0.934,1.1244
2004-02-19,-0.3507,-0.3598,0.299
2004-02-20,1.4544,1.748,1.6744
2004-02-21,-0.1276,-0.1854,0.0
2004-02-22,0.2515,0.2472,0.0138
2004-02-23,-0.3709,-0.4266,-0.5749
2004-02-24,-1.0341,-1.2933,-0.2124
2004-02-25,1.509,1.1352,0.8103
2004-02-26,0.4975,0.4235,0.5487
2004-02-27,-0.4975,-0.2843,-0.6313
2004-02-28,0.032,-0.0643,0.2063
2004-02-29,0.008,-0.0054,-0.1054
2004-03-01,0.373,0.0564,-0.1009
2004-03-02,1.8411,1.5079,1.05
2004-03-03,0.1515,0.4905,-0.0409
2004-03-04,0.0656,0.3995,0.9045
2004-03-05,-1.5022,-1.2401,0.9008
2004-03-06,0.0971,0.0353,0.0535
2004-03-07,-0.1818,-0.1298,-0.0803
2004-03-08,-0.1775,-0.0732,0.0
2004-03-09,0.7605,1.3037,0.0
2004-03-10,0.5659,1.1156,-1.131
2004-03-11,-0.7729,-0.3816,0.1443
2004-03-12,0.9528,0.5037,-0.0451
2004-03-13,-0.0123,-0.0416,-0.0451
2004-03-14,-0.1022,0.0139,-0.0722
2004-03-15,-0.2937,-0.1276,-0.389
2004-03-16,0.0653,-0.3344,-1.3552
2004-03-17,0.2204,-0.2676,-0.5112
2004-03-18,-1.2466,-0.9615,-1.4043
2004-03-19,0.9284,0.1609,0.0
2004-03-20,-0.053,-0.1092,-0.0937
2004-03-21,-0.0081,-0.0191,0.1405
2004-03-22,-0.4022,-0.7011,-0.0281
2004-03-23,0.0365,-0.1839,-0.0187
2004-03-24,1.6274,1.4019,-0.4929
2004-03-25,-0.07,0.8894,-0.0518
2004-03-26,0.1071,-0.3863,-0.2735
2004-03-27,0.0082,-0.1322,0.0
2004-03-28,0.0247,0.1761,0.0
2004-03-29,-0.1854,-0.1761,-0.3974
2004-03-30,-0.2631,-0.4887,0.1326
2004-03-31,-1.0377,-0.943,-1.1809
2004-04-01,-0.4137,-0.6274,-0.6054
2004-04-02,1.7886,1.2751,0.7537
2004-04-03,0.0825,0.1722,0.0813
2004-04-04,0.0496,-0.0519,-0.1148
2004-04-05,0.8286,0.4109,0.4678
2004-04-06,-0.6014,-0.9371,0.6692
2004-04-07,-0.6514,-0.0625,-0.3697
2004-04-08,0.7424,0.3294,0.9169
2004-04-09,-0.1324,0.0464,0.1504
2004-04-10,0.0827,0.0191,0.0141
2004-04-11,-0.0413,-0.0381,-0.1222
2004-04-12,0.1655,-0.2995,-0.926
2004-04-13,1.0451,1.0797,1.2218
2004-04-14,-0.1797,1.5762,1.9179
2004-04-15,-0.0752,0.0224,-0.3225
2004-04-16,-0.117,-0.3681,-0.5274
2004-04-17,-0.0958,-0.0444,0.1113
2004-04-18,-0.1166,-0.0333,-0.1437
2004-04-19,-0.0291,-0.5493,0.6429
2004-04-20,1.3064,1.1657,0.2027
2004-04-21,0.2532,0.789,0.6878
2004-04-22,-0.6317,0.034,0.105
2004-04-23,0.6022,0.0,-0.4896
2004-04-24,-0.0507,0.0507,-0.0642
2004-04-25,0.1648,0.0282,0.0459
2004-04-26,-0.422,-0.9133,-0.2481
2004-04-27,-0.5585,-0.2875,0.6602
2004-04-28,0.8833,1.15,0.6377
2004-04-29,-1.2303,-0.1128,-0.3001
2004-04-30,-0.0042,-0.2336,0.6446
2004-05-01,-0.0084,0.0,-0.0905
2004-05-02,-0.2084,0.0731,0.0543
2004-05-03,0.5679,0.3355,-0.1359
2004-05-04,-1.2608,-1.2904,-0.6913
2004-05-05,-0.6267,0.0669,-0.7881
2004-05-06,0.755,-0.1283,0.9978
2004-05-07,1.5733,0.3292,2.314
2004-05-08,0.0,0.0,0.0
2004-05-09,0.1346,0.2546,-0.0801
2004-05-10,0.1349,0.4381,1.2393
2004-05-11,-0.0885,1.2458,-0.3967
2004-05-12,-0.2987,-0.9839,-0.1414
2004-05-13,0.6872,0.529,1.2569
2004-05-14,-0.519,0.1703,-0.2099
2004-05-15,-0.0043,-0.0993,-0.0044
2004-05-16,-0.0673,0.1192,-0.1051
2004-05-17,-1.1083,-0.4932,0.1532
2004-05-18,0.6216,0.0792,-0.1488
2004-05-19,-0.5342,-0.8988,-0.9331
2004-05-20,0.6346,0.3906,-0.1372
2004-05-21,-0.4972,-0.7544,-0.5595
2004-05-22,-0.0209,0.0,0.0579
2004-05-23,0.1627,0.1509,-0.1782
2004-05-24,-0.2917,-0.271,0.5336
2004-05-25,-0.6885,-1.1019,-0.882
2004-05-26,-0.0787,-0.1958,0.1386
2004-05-27,-1.3293,-1.2811,-0.9382
2004-05-28,0.4331,0.2449,-0.6062
2004-05-29,-0.0533,0.0,0.0
2004-05-30,-0.1677,-0.0297,0.136
2004-05-31,0.4503,0.1635,-0.8738
2004-06-01,-0.4624,-0.4629,1.1408
2004-06-02,0.2289,0.3101,-0.5029
2004-06-03,-0.0613,-0.3782,0.5932
2004-06-04,-0.5508,0.1332,0.2525
2004-06-05,0.1587,0.0,0.0495
2004-06-06,-0.1139,-0.0979,0.027
2004-06-07,-0.2602,-0.0162,-1.414
2004-06-08,0.4149,0.3154,0.1004
2004-06-09,1.8058,0.273,0.7722
2004-06-10,-0.5546,-0.7107,-1.1468
2004-06-11,0.7748,1.3906,0.7433
2004-06-12,-0.0706,0.0,0.0318
2004-06-13,0.0,-0.0331,0.0363
2004-06-14,-0.3363,0.2645,0.8949
2004-06-15,-0.784,-0.9988,-1.4868
2004-06-16,1.2825,0.2323,0.5465
2004-06-17,-0.399,-0.4994,-0.4461
2004-06-18,-0.6901,-0.1415,-0.7143
2004-06-19,-0.0001,0.0108,0.0046
2004-06-20,0.0124,0.0189,-0.0781
2004-06-21,0.202,0.3817,0.0552
2004-06-22,0.1074,0.671,0.4723
2004-06-23,0.0992,0.1102,-0.7115
2004-06-24,-0.6472,-0.3736,-1.1211
2004-06-25,0.074,-0.0768,0.2977
2004-06-26,0.0041,0.0027,0.0372
2004-06-27,-0.1357,-0.063,-0.1069
2004-06-28,-0.1067,-0.1969,0.3109
2004-06-29,0.857,1.2592,0.4162
2004-06-30,-0.9226,-0.6673,0.4374
2004-07-01,0.2299,-0.055,-0.4974
2004-07-02,-1.1522,-0.7172,0.06
2004-07-03,0.0,0.0,-0.0646
2004-07-04,-0.0894,0.0165,-0.0185
2004-07-05,0.2968,0.1857,0.7958
2004-07-06,-0.0651,-0.7055,0.3156
2004-07-07,-0.5922,-0.6355,-0.9176
2004-07-08,-0.2302,0.2807,0.2992
2004-07-09,-0.1533,-0.5875,-0.4375
2004-07-10,-0.0241,0.0,-0.1293
2004-07-11,0.0443,-0.0432,-0.2175
2004-07-12,-0.012,-0.2306,0.2637
2004-07-13,0.6912,0.5079,0.4379
2004-07-14,-0.5057,-0.0271,0.3902
2004-07-15,0.3314,0.2184,0.612
2004-07-16,-0.8187,-1.0954,-0.993
2004-07-17,-0.0281,0.0056,-0.023
2004-07-18,0.0965,0.0026,0.0506
2004-07-19,0.0121,0.1949,-0.5024
2004-07-20,0.8923,0.9275,0.4472
2004-07-21,0.5777,0.6285,1.098
2004-07-22,0.0407,-0.1711,-0.1548
2004-07-23,1.2238,0.5851,0.3684
2004-07-24,0.0702,-0.0192,0.0545
2004-07-25,-0.091,-0.0246,-0.0681
2004-07-26,-0.3833,-0.4518,-0.1909
2004-07-27,0.8554,1.0784,0.9599
2004-07-28,0.0165,-0.066,0.6557
2004-07-29,0.1329,0.3656,0.4378
2004-07-30,0.0499,-0.2668,-0.8819
2004-07-31,-0.0457,0.0524,0.2336
2004-08-01,-0.3071,-0.1621,-0.355
2004-08-02,0.2987,-0.2711,-0.3382
2004-08-03,-0.1868,0.1533,-0.0949
2004-08-04,0.0664,-0.0246,0.5546
2004-08-05,-0.1244,0.0768,0.4755
2004-08-06,-2.0843,-0.846,-1.2021
2004-08-07,0.0,0.0,0.1222
2004-08-08,0.2479,-0.2037,-0.086
2004-08-09,0.114,0.2118,0.1629
2004-08-10,0.253,0.7173,0.6443
2004-08-11,0.18,-0.1422,-0.3825
2004-08-12,-0.3718,0.3395,-0.0225
2004-08-13,-0.8932,-1.0858,-0.1896
2004-08-14,-0.012,0.0136,-0.0362
2004-08-15,0.0606,-0.0271,0.0226
2004-08-16,0.0404,0.1302,-0.1583
2004-08-17,0.085,0.7116,-0.39
2004-08-18,0.1012,0.2054,-0.6198
2004-08-19,-0.2429,-0.4623,0.0
2004-08-20,0.4579,0.8055,-0.1052
2004-08-21,-0.0893,-0.0084,0.0046
2004-08-22,0.0649,-0.1291,-0.1191
2004-08-23,1.4436,0.6976,0.6394
2004-08-24,0.4459,0.8724,-0.1777
2004-08-25,-0.0249,-0.2704,0.4687
2004-08-26,-0.1322,0.0167,-0.4869
2004-08-27,0.7547,0.3681,0.0775
2004-08-28,-0.1207,-0.0725,-0.0912
2004-08-29,0.0832,0.0138,-0.0183
2004-08-30,-0.295,-0.2982,0.3098
2004-08-31,-1.0319,-0.339,-0.6252
2004-09-01,-0.0821,0.534,0.2469
2004-09-02,0.1766,0.2011,-0.0046
2004-09-03,0.8586,0.7883,0.9137
2004-09-04,0.0498,-0.0423,-0.1132
2004-09-05,-0.0415,-0.0647,0.1268
2004-09-06,-0.0539,-0.2558,-0.3354
2004-09-07,-0.3102,0.4557,-0.793
2004-09-08,-0.6629,-0.7472,0.032
2004-09-09,-0.0902,0.0982,0.4518
2004-09-10,-0.5765,-0.6536,-0.2006
2004-09-11,-0.0285,-0.0194,0.073
2004-09-12,0.1182,-0.089,-0.0456
2004-09-13,0.0327,0.1892,0.4051
2004-09-14,-0.0572,-0.1058,-0.4143
2004-09-15,0.8479,1.1417,0.3916
2004-09-16,-0.3039,-0.983,-0.4554
2004-09-17,0.2586,0.1981,0.5009
2004-09-18,0.0,-0.0501,0.0
2004-09-19,-0.156,0.0,0.0
2004-09-20,0.0903,0.3298,-0.1955
2004-09-21,-1.3793,-0.6754,-0.1868
2004-09-22,0.6423,0.3008,0.8354
2004-09-23,-0.1141,-0.2953,0.1175
2004-09-24,0.0856,-0.3636,-0.0632
2004-09-25,-0.0898,-0.0249,0.1445
2004-09-26,-0.0609,-0.0471,-0.2168
2004-09-27,-0.0897,-0.1633,0.6671
2004-09-28,-0.2072,-0.2265,0.0584
2004-09-29,-0.0892,0.7422,-0.4184
2004-09-30,-0.8804,-0.7201,-0.8057
2004-10-01,0.29,0.7672,0.3901
2004-10-02,0.0,-0.0306,0.0543
2004-10-03,0.0443,0.0694,0.2124
2004-10-04,0.8834,0.7625,0.1804
2004-10-05,-0.2682,0.056,0.1486
2004-10-06,0.3252,0.3652,0.2427
2004-10-07,-0.0774,-0.3288,-0.2022
2004-10-08,-0.9475,-0.6207,-1.5184
2004-10-09,0.0,0.0,0.0
2004-10-10,-0.0967,-0.056,0.0
2004-10-11,0.2985,-0.1196,-0.1234
2004-10-12,0.4371,0.2928,0.3606
2004-10-13,-0.15,-0.1479,0.0547
2004-10-14,-0.3678,-0.1643,-0.1732
2004-10-15,-0.6757,-0.3694,-0.3519
2004-10-16,-0.044,-0.0444,0.0458
2004-10-17,0.0641,-0.0112,0.0412
2004-10-18,-0.2203,0.2858,-0.0457
2004-10-19,-0.1719,-0.2692,-0.7487
2004-10-20,-0.478,-0.7399,-0.2169
2004-10-21,-0.2858,-0.565,-0.7094
2004-10-22,-0.4428,0.0656,-0.2003
2004-10-23,-0.1144,-0.1095,0.0186
2004-10-24,0.0157,0.0357,0.014
2004-10-25,-0.9102,-0.6923,-0.4766
2004-10-26,0.2932,0.302,-0.0796
2004-10-27,0.4713,0.3711,-0.2064
2004-10-28,-0.2673,-0.0519,-0.1786
2004-10-29,-0.4582,-0.458,-0.4244
2004-10-30,0.0352,-0.2934,-0.0378
2004-10-31,-0.1289,0.2334,0.0189
2004-11-01,0.4264,0.2912,0.6266
2004-11-02,0.2002,-0.3482,-0.2869
2004-11-03,-0.7279,-0.4636,0.0895
2004-11-04,-0.3854,0.2411,-0.2167
2004-11-05,-0.7315,-0.6596,-0.4443
