date_serial,ABT,BP,CL,EK,FDX,KO,WMT,PEP,PG,WYE
2447882,1.509462622,0.203713931,-1.025439666,-0.90653567,-0.823416247,-2.995232228,-0.859171662,-0.21030502,-1.109068669,0.358579635
2447883,0.74627212,0.577540043,1.845827631,0.294912969,0.557104505,1.487213708,2.292101262,2.01214032,1.476041558,1.322998877
2447887,0.193495632,0.778214044,0,-0.615386557,-0.290925572,-0.48886931,-1.419112852,0,-0.367674508,-1.326177422
2447888,0,0.569802111,0.203417483,0.615386557,0.830252722,1.145729265,0.574648174,0.206957011,0.368324542,0.606149929
2447889,-0.370398231,-0.384645447,0.606552608,0,1.662088124,0.496343757,1.699757637,0.190657827,1.452036547,1.302485495
2447890,0.73801073,0.183739142,2.390075929,0.928194256,0.547946576,0.649352931,0.290081649,1.178795575,1.073355564,1.641302964
2447894,1.4545711,-0.579623343,0.392850633,4.166773452,3.424557851,0.966191091,5.181829621,0.389864042,0.711746777,2.080999951
2447895,0.187225517,-0.380952842,-0.784163987,0,1.300730634,-1.292508623,-0.2542913,-1.358016656,-0.184567384,0.456121937
2447896,-0.359738499,-0.182343159,-0.594532072,0.859171662,0.788549427,-0.482494253,-0.531859567,-0.601362787,-1.438873745,-1.376168507
2447897,-0.726008707,0.37881703,-2.438649603,-0.859171662,-1.328152758,-0.826939148,-0.258398077,-0.785575182,-1.100928551,-0.233372335
2447900,0.907633225,0.375968561,0.411438556,0.279459893,1.063839821,2.125658701,1.868410414,1.996074256,1.828204484,1.971056746
2447901,-0.189961334,-0.55693679,0.814502568,-1.169603976,0,-0.8162253,-2.162246401,-1.005033585,0.188583504,-0.342007081
2447902,-0.73801073,-0.380257512,-0.406422018,-0.589972213,-0.813883268,-0.652573446,0,-2.036730282,0,0.111825564
2447903,0.736705851,0.18028851,0.806293423,-0.593473552,0.788328361,0,0,-0.826450985,0.713066341,0.232828976
2447904,-1.29495,-1.518170953,-0.203417483,-2.10585054,-1.072281344,-2.52159283,-2.222313678,-0.847462699,-1.828204484,-2.260090502
2447907,-0.951884501,-0.183739142,2.036315526,-1.851676162,-1.083903957,-1.712487907,-0.568118787,-1.498348879,0.93078902,-0.970881413
2447908,1.894139514,1.714940207,0.204666465,0.298581959,2.710192978,0.866759227,3.418746798,4.047338026,2.202085458,2.062129292
2447909,-1.132173011,-0.962794936,-0.61400111,0,-1.338823712,-0.687287929,-0.564909422,0.638014253,-0.364299128,-1.697010422
2447910,2.073391583,0.388350003,0.411438556,0.939670614,2.446803888,-0.525516353,-0.27624327,-0.421053254,2.005589678,1.215081778
2447911,1.109068669,0.387627433,1.024179374,-0.939670614,0,0.510803899,-0.298404904,0.417537141,-1.438873745,-0.241838086
2447914,-2.050287241,-2.155357565,-2.717163946,-2.822056764,-2.78569545,-2.962765617,-2.032068054,-2.326862694,-2.390668962,-1.463440752
2447915,-1.309569404,0.603751437,-1.714146299,-0.332779009,0,0.706716722,-0.588167794,-0.221521774,-2.435318681,0.606149929
2447916,1.904819497,1.800981304,0.675457411,-0.953246945,1.129955525,-0.353382232,2.686480354,0.222927298,1.904819497,1.951281422
2447917,-3.258818959,0.204515135,-4.198880343,-1.644301695,-0.560225555,-2.683665395,-1.774984477,-2.364829285,-5.984625475,-1.100463947
2447918,0.574223662,-0.381708991,-2.273080877,-0.660068403,0.269299983,-1.834913867,0.309045771,-2.20759517,0,0.362088765
2447921,-0.772204609,0.373832211,-0.228937829,-0.318387109,0,1.104983619,0.591647685,0.443459707,-0.795169584,0.242424361
2447922,0.186596229,-0.372439909,-1.183995259,-0.666580258,-0.563381772,-2.607224031,-1.488861249,-0.443459707,-0.397614838,0.241254641
2447923,1.160554612,0.729930248,2.565131978,1.986557184,1.11733006,3.126637228,1.488861249,1.312929144,0.97347291,2.264031365
2447924,0.383877631,0.718187517,1.134313433,0.31421864,-0.267022856,-0.174393301,-0.591647685,1.295914464,0.574223662,-0.587345379
2447925,1.147240116,0.185886948,2.473112566,1.294348901,2.2100347,0.897776085,0.884855708,1.284814248,0.956649789,-0.843644156
2447928,-0.380952842,0,0.898242429,1.277809362,-0.284557487,-0.36103729,0,-0.410256986,0.565448133,0.606149929
2447929,-0.769234562,-0.1712818,0.459067371,-3.552817591,0.829517963,-0.536738795,0.602338889,1.476229404,-0.581842095,-0.115041715
2447930,0.386847678,0.532873732,1.540327667,1.311322226,-0.26338909,1.085001602,3.57180826,1.268515953,1.915914226,0.727275933
2447931,-0.386847678,0.913910764,1.72878065,-1.655101488,2.446803888,-0.187225517,-0.890144083,0,-0.380952842,-0.241254641
2447932,-0.590889606,-0.550247551,0.632780006,0.657810555,0.788328361,-0.53479928,2.624091121,0.415801015,0.378072284,-0.966191091
2447935,-0.39212661,-0.731318164,-2.371652662,-0.657810555,-0.81179681,-0.727275933,-1.733947037,0,-1.720374317,-0.732604009
2447936,1.360778017,1.092907053,-0.868626526,1.960590836,0.533334598,-2.214112588,0.583092031,-1.905140653,-0.199432451,0
2447937,0.960354345,0.187225517,-0.439175058,0.310157912,0,0.178944277,0,0.22103214,0.565448133,-0.488998529
2447938,1.532597048,1.423511582,1.336420372,0.334922379,-0.81179681,3.484469041,1.739174271,1.049789526,1.695469012,0.616530798
2447939,-0.761966503,-1.063915277,-1.987181888,0,-0.280686787,-1.44930073,-1.733947037,-0.625160438,0,-0.488998529
2447943,-0.973958383,0,-1.111369519,-1.302780281,1.342302033,0,-1.190490251,-0.43010819,0,-0.741659766
2447944,0.392927814,0.720775789,1.585385444,-0.341521414,0.820561719,0,1.52489945,-0.43763746,0.574223662,0.749067173
2447945,0.187676001,0.358449018,-1.108904688,0.653511671,0.277688953,-1.100928551,-1.212136053,-0.229337668,-1.945159368,-0.748170481
2447946,-0.601362787,0,0,-1.333353087,1.342302033,0.368324542,0,1.098522741,-0.399202127,-0.879370907
2447949,1.379550936,1.094981376,1.149049479,1.014965978,9.143420596,1.645228927,3.647377312,1.318700428,0.603751437,0.760459939
2447950,0.189155164,0,0.662400302,0,1.232374969,0.89132275,2.339287957,1.954345922,0.396794426,-0.252844635
2447951,1.160797348,-0.727275933,1.099153735,0,-0.75712655,0.897633725,1.719240054,1.082763865,1.181023097,1.381279208
2447952,0.778214044,-0.366972889,-2.004693195,1.973488597,0.501254182,0.353982671,1.421664472,-0.862074304,-0.582082978,0.996321881
2447953,0.385356932,-0.190657827,-0.668302777,0.64926861,0.23971246,-0.709222831,0.845576912,-1.517956391,-0.189155164,0.376014692
2447956,-0.387627433,-0.375234962,-0.922702619,0,0,0,-0.821040893,-0.229337668,0,-0.375086808
2447957,0.772204609,0.750528891,0.920630731,-0.64926861,4.902942724,1.593041372,1.919953051,1.104015419,0.205322666,0.492030121
2447958,-0.569802111,-0.37456033,2.429269257,3.52167038,0.952388151,-0.181983672,-0.836272479,1.295914464,-0.189155164,-0.73895602
2447959,0.386847678,0.37105794,1.507299527,0.624923919,1.19853047,1.39142359,1.375117161,1.904495584,2.3347364,-0.118448341
2447960,0.185873659,-0.962794936,-1.927821594,-0.951434318,-0.475060276,-0.166527932,0.543420531,-0.866247455,0.960354345,-0.492030121
2447963,0.201753774,-0.201753774,1.080404535,-1.265839687,1.405175346,0.166527932,1.342302033,2.319582539,-0.590889606,0.365667255
2447964,-0.971642184,0.39212661,-0.445340573,-0.947146464,1.616493685,-0.347246685,-0.543420531,0.202326827,-0.389135832,0.128477559
2447965,0.788896487,0.590889606,0.445340573,0,-1.131192504,0.69329174,0.80321717,0.220096593,1.344999792,0.247218915
2447966,0.784317746,1.538491884,1.878577474,-1.947860572,-2.317860776,-0.165952189,0,0.202326827,-0.77077613,-0.24660925
2447967,-0.966487542,0.37881703,0.205676749,1.633641932,1.420584637,1.37459209,1.063839821,0.617337407,1.520941866,-0.868626526
2447970,0.386130683,0.18444518,1.463491028,0.947146464,2.765153133,2.853106996,1.320854312,3.075141596,2.444449523,1.111012321
2447971,-1.537894388,-0.572004342,-0.641624886,-1.282068843,3.57180826,-1.001677824,-0.531859567,-0.40568007,0.914325792,-1.113774441
2447972,0,-0.39212661,0.849481955,0.643089033,-2.024614529,-0.673403218,0.790349089,-0.809721023,-0.542642675,0.120228449
2447973,-0.788896487,0,-2.305698453,-1.290340484,-1.838963188,-2.047853134,-1.878496347,-0.804932477,-1.11733006,-0.120228449
2447974,0.582082978,-0.201753774,0.422297925,-0.312175071,1.146822435,1.522596027,0.798881502,0.814734831,0.74627212,-0.630411854
2447977,0.187676001,0.581842095,-0.211819609,1.294348901,2.666824708,0.161485703,0,0.80321717,1.285383731,0
2447978,1.741608319,0.567616773,1.082698189,0.308166654,0.877198607,1.335668314,1.320854312,1.795551536,1.651239388,0.997514506
2447979,0.966487542,0.198670502,1.264239342,0.332779009,-0.654117068,0.661203149,0,0.580986167,-0.188583504,0.376947178
2447980,-0.379507097,-0.952973704,0.628801066,0.636863699,0.462223045,-0.48886931,0,-0.598992964,-0.175669786,0.613498857
2447981,-0.182343159,0,0.627485849,-0.636863699,-0.661484489,-0.826010558,-0.274754479,-0.414343222,-0.368324542,-0.376014692
2447984,-0.198670502,0,-0.419639726,-0.332779009,1.601781607,1.658412802,0.276213923,1.603112242,0.742173512,0.62118224
2447985,1.883294833,0.392927814,0.839283147,2.171556691,0.233456153,1.631357549,1.055307388,0.97347291,2.189868531,0.49815785
2447986,-0.373832211,-0.584381352,-1.078120579,-0.619197025,0.445435035,0.155219278,0.271881376,-0.971642184,-1.266669043,-0.2481514
2447987,0.74627212,-0.206957011,-0.211819609,-0.923505877,-0.447428039,0.16788278,1.038862449,0.787405643,0.189269912,0.128795777
2447988,0.742173512,-0.399968536,-2.164911472,0,-0.66588926,0.476283323,-0.247729276,0.772204609,-0.552246717,-0.128477559
2447991,0.544639603,0,0.216450301,-0.326510399,1.327373749,1.756664317,0.51413995,2.281467777,1.998328878,0.73801073
2447992,1.098992671,0.192957127,-0.215053846,-0.935176789,1.103410376,1.091809804,0.245198325,0.574106427,1.952046025,0.616530798
2447993,0.913910764,0,-0.434311215,0.957427319,0.4247794,-0.149887612,1.247752151,0.375234962,-0.352734052,0.727275933
2447994,0.187902057,1.011001149,2.397782009,0.945515877,1.542266812,0.623054975,2.462936041,1.29495,1.413451093,1.553094203
2447998,-0.36036075,-0.207783979,0.425985735,0,-0.644208722,-0.16162122,-0.487758259,-0.191698061,0,-1.678777016
2447999,0.36103729,0.801543246,0,-0.623054975,0.877198607,-0.149421021,0,0.369686188,0.350902178,0.966191091
2448000,-1.621813712,-0.40080214,-1.729772859,-0.929304691,-1.116340113,-1.253934925,-2.242785236,-2.042865347,-1.931405636,-1.0924844
2448001,-1.104983619,0,0.217580591,-0.969642708,0.428572085,-1.920181885,0.243952144,0.382409644,-0.36036075,-1.724265587
2448002,-0.921117789,-0.192957127,-0.451468035,0.63897981,0,-0.974096929,0,0,-0.726008707,-1.752235069
2448005,-0.570915012,-0.40568007,-1.328850836,-1.286025954,-1.572842692,0.325754409,-0.512769045,0,-0.176315062,-0.386532879
2448006,-0.749067173,0.21030502,0.43763746,-1.644301695,-0.694828175,0.168973849,-1.030936966,-0.199800266,0.175669786,-0.122374072
2448007,0.373832211,-0.194521053,0.457467305,-0.660068403,0.913248356,0,1.798168597,0.200974018,1.085001602,-1.142170279
2448008,0.917709223,-0.816331064,0.215703276,-0.984967367,0.217944147,0,-0.750282339,0.199800266,0.709222831,-0.380717649
2448009,-1.111204856,-0.216432283,-0.216169561,-3.069642073,-0.673525801,-2.298951822,-1.80740184,-1.15608224,-1.421084026,-1.297035044
2448012,0.751883241,0.633969424,-0.457467305,1.723001739,0.237725265,1.320151186,2.819966181,2.677024106,0.881814845,-0.135862486
2448013,0.921117789,0,-1.11221297,0,0,0.653597098,0.498754151,-2.06223911,0.869448753,1.93417624
2448014,0.176965096,0.81967672,0,0.662166371,0.428572085,0.64834252,1.970507108,1.309569404,0.863394864,0
2448015,-0.736705851,0.598562007,1.534667535,0,-3.620304866,0.810971813,-2.970515441,0,0,1.010109599
2448016,0.176315062,0.203713931,0.233174456,-0.343779262,-1.398624197,0.320000273,0.753373904,0.54359937,0.682596507,0.239091566
2448019,0.556288947,0,1.908414845,-0.664454272,1.869213301,0.636944829,1.217133204,-0.367620442,2.020270732,0.240288462
2448020,0.552246717,-0.375000439,0,0.346067163,-0.24215342,1.098703987,0.742335896,0,-1.180271212,0
2448021,0.724640852,0.39212661,0.855330134,1.319976926,-1.900475291,0.313499536,0.487758259,-0.93423976,0.680274732,0.259662585
2448022,0.719427563,-1.581060603,1.461081656,2.274587595,1.187981015,0.162632174,1.19947269,0.759780191,0,1.245937209
2448023,0.878690461,2.163868682,0.62355628,3.124863679,2.12473914,3.832261806,2.115681482,2.737104919,2.010252631,1.19947269
2448026,0.703040016,1.339821382,0.399441314,-1.238252572,2.98309728,-2.353049741,2.076455769,0.187549647,0.330578813,-0.956945102
2448027,-0.350902178,0.198670502,-0.622304528,0.917778983,-0.911251066,-0.286123228,0,-0.188912357,0.990172457,-0.479617226
2448028,-0.521605468,-0.375234962,0.62355628,-0.296736123,-0.219941438,0.595168999,-0.714423042,-0.727275933,0,-1.205302305
2448029,0.872507646,-0.17761994,0.400240678,0.296736123,-0.459770925,0.895387697,2.109664726,0.174064448,1.804223564,0.253337366
2448030,-0.350902178,-0.568778663,0,-1.242252,-2.104948725,-0.305415485,1.16527722,0.549213694,-0.156739844,-0.742335896
2448033,0.701757266,-0.584077898,1.813572277,0.623054975,-1.67431613,2.325686216,3.380960188,1.948436809,1.623517704,1.941808586
2448034,0.347826438,-0.180968229,-0.985610452,-0.623054975,-1.058210933,0,-0.65702092,-1.05079776,-0.479133435,-0.47281412
2448035,1.379332213,-0.955493733,0.386100866,1.562725589,-0.277688953,3.123132312,0.65995067,1.584552539,0,-0.724640852
2448036,0.682596507,-0.567616773,-0.212992626,2.118671724,-1.08109161,1.107921814,-0.445435035,-0.696866932,-0.467261064,0.479617226
2448037,0.1642486,-0.387627433,-0.389940053,-2.439145312,0,-2.808857843,-1.118337774,-1.061956883,-1.277972665,-1.442194019
2448041,1.17672285,1.919444726,0,1.834913867,2.666824708,3.625369055,3.991660741,1.93853521,2.852808361,2.13585541
2448042,-0.511372397,0,0.599093492,-0.291333054,-1.069528912,-1.104983619,-1.104015419,1.543580813,2.319373647,-1.843370169
2448043,1.34464847,0.375968561,1.767577239,-2.162777838,-0.280686787,0.288472407,-0.654117068,1.198271418,1.058597219,-1.408341745
2448044,0,-0.193495632,0.18917902,-1.880933196,2.139118998,0.265545631,2.831770906,0.668898815,-0.7573517,-0.469440351
2448047,-0.31421864,-0.194218333,0,0.957427319,2.094317385,2.724964245,3.354330911,1.99342149,-0.446133253,0.707769764
2448048,-0.316289141,0.379507097,-0.773369883,0.300450902,-0.51413995,-1.08109161,0,-0.65789711,-0.909152271,-0.242695909
2448049,1.954459607,0,-0.76031539,4.592893189,-0.26906774,-1.356991714,0.198544076,-0.824582409,-0.454350877,0.468384931
2448050,-2.256027226,-0.199432451,-1.170726355,1.469568993,0,-1.398003463,0,-1.672167917,0,-0.938974035
2448051,-1.986557184,-0.200200267,-1.385793622,-1.780462463,-1.047129987,-1.123607327,-1.881350753,-1.196316606,-1.857638557,-0.952388151
2448054,1.656020751,0.769234562,0.585481766,-0.287839009,0.505264233,0.563381772,2.312048037,-0.1642486,1.242252,1.90918361
2448055,1.941808586,1.314516171,1.770979876,-0.602338889,0.544503963,1.958229018,2.851517031,0.852104973,3.785902939,0.244982691
2448056,-1.623119493,0.178944277,2.482730492,0.890177898,-0.544503963,-0.286880921,0.591386683,-0.161485703,-0.894193738,-0.714423042
2448057,-0.647251451,-0.178944277,-0.556794312,0.906062469,-0.550265939,-0.555495262,-0.190657827,-0.323232605,-0.2998503,0
2448058,0.988561641,0.372439909,0.186671699,-0.309045771,2.6111144,0.267022856,0.992961394,1.196316606,1.492654139,0.47281412
2448061,0.953246945,-0.749067173,-0.750191065,-2.409755158,-0.516797016,-1.685243793,-0.996953104,-0.841367428,-1.80185055,-1.900114168
2448062,0.643089033,0.568778663,1.330230388,0.607904608,1.550418654,-0.295018936,0.21030502,1.178635876,1.348443259,-1.941808586
2448063,1.257878221,-0.743497849,0,-0.291333054,-1.025650017,0.295018936,-0.613498857,0.508770678,0.143181029,-1.239807281
2448064,0.615386557,0,1.310344484,0.895564499,0.247117094,0.564909422,0.806455984,0.332779009,-0.155344478,0.982712311
2448065,-1.533165541,-0.937716181,-1.310344484,-0.895564499,0,-2.279041211,-1.217053562,-0.995033085,-0.443459707,-0.234420893
2448068,0,-0.54867788,0.184911295,-1.840316936,-1.831095688,-1.159298864,-2.057516414,-1.672167917,-1.666503971,-2.481516912
2448069,-0.619197025,-0.546651284,0.571061697,-1.245966779,-3.200614566,0.579711768,-1.666705249,0.998344398,-0.750972522,0.496278934
2448070,1.851676162,0,1.295756792,0.300450902,-0.261210423,2.579168413,2.079076967,0.655740055,1.807278106,1.965472076
2448071,2.093183604,-0.194946451,1.27688094,0.945515877,-1.382662212,1.11733006,1.224405142,1.446306203,1.326544075,0.968436777
2448072,-2.409755158,-0.18028851,-0.556504443,0.296736123,0.554018038,-1.387357227,0.804768547,-0.488370075,1.445195394,0.956945102
2448075,0,-0.566658242,0.37800423,1.834913867,0,0.561736114,-0.207783979,0.657007194,1.426557716,0.226671801
2448076,1.496166905,-0.192066248,1.439640966,-0.607904608,0,0.558598257,0.800004267,0.470948493,-0.147000648,-0.947874395
2448078,-0.604231446,-0.370398231,-1.618820373,-1.846206284,-0.267022856,-0.855090719,-0.596150964,-0.641027836,0.285730808,-1.686186722
2448079,1.52489945,0.366327613,1.460669735,-0.923505877,1.662088124,1.123607327,1.207258123,2.535632804,1.985880865,0.735155178
2448082,0.286123228,-0.362345494,0.728697795,-0.326510399,-0.286880921,-0.830252722,2.316705928,-1.272458114,0.280505093,0
2448083,1.176484158,-0.552246717,-0.904021046,0.326510399,-1.671348097,-0.859928359,0,-0.469454646,-1.125250986,0
2448084,1.729149711,0.723382784,2.838312465,0,0.269299983,1.129955525,0.356189157,1.257878221,0.426679291,1.425202271
2448085,-0.571364827,2.832248219,2.767344067,0,1.662088124,1.11733006,2.197890672,0,0.962024338,1.646743799
2448086,-0.571364827,-0.512572986,-0.688904682,0.923505877,4.048787277,-0.267022856,2.127438058,1.078277783,-0.696635758,0.222469502
2448089,1.42973047,-0.525516353,0.856212735,2.162777838,0,0.840898958,2.090668482,1.065077094,-0.144548866,-0.240451424
2448090,-0.267022856,-0.529175445,0.333778681,-0.316571554,-0.274754479,3.226086222,-2.777956411,0.907721815,-0.278164296,0.46078784
2448091,0.563381772,-0.517954542,0,-0.611622702,-0.533334598,0.274754479,-4.716627141,-0.911915858,-0.560225555,-3.756310158
2448092,0.293354605,1.570639496,-1.032769698,-1.857638557,-1.08109161,0.77788682,0,0.607904608,-0.282087634,-1.941808586
2448093,0.834936589,0,-0.170328776,-0.626961301,-1.936680249,-0.77788682,-0.387308692,-1.689353434,-0.135501376,0.738728087
2448096,-1.411038432,-0.689657906,-3.198603987,-2.24556514,-0.560225555,-2.144624337,-2.67168289,-2.04578419,-1.430639565,-1.719128097
2448097,-2.608944002,1.85303199,1.803112308,0.334922379,-1.96905762,-0.282210108,0.369914109,0,-0.137835997,0.724569899
2448098,2.325686216,-0.672316638,-0.518225378,-0.98217383,-1.719240054,-0.544960477,1.88226565,0.165996335,0,-1.481508579
2448099,0,-0.177632075,-0.715223284,1.290340484,1.45046862,0.544960477,-3.018641515,1.579811688,0.138232944,-0.259662585
2448100,-0.884961528,-0.163132173,-0.542196344,0,-1.767487873,-0.807600155,-1.972821146,-0.627906119,-0.867107578,-0.240288462
2448103,0.284427781,0.679165881,0,-0.98217383,0,0.262639678,2.390552085,-0.321027563,1.297666223,0.764745124
2448104,2.325686216,0.511372397,0,-0.965686742,-0.311863033,-0.812031237,-0.413552363,-0.801970409,-0.138232944,1.488861249
2448105,-0.579711768,0.662254076,1.060234143,3.603560694,-3.34708171,0,-1.20581549,0.168688809,-1.1628038,-0.990107098
2448106,-2.09831256,-0.936044276,-1.983770332,-0.307219904,2.220328547,-1.395162144,-0.434274943,0,-1.208473922,-0.511510067
2448107,-0.615386557,1.404884174,-2.977707293,-2.10585054,-1.577239514,-1.139483615,2.500547022,1.482292889,1.892800989,-2.072613052
2448110,0,0.305343749,1.154550537,-0.626961301,-3.647416158,-2.381064869,0.420168685,1.393750784,0.823268493,2.150620522
2448111,1.904819497,-1.68687535,-0.953367348,0.626961301,0,1.497710154,-2.177379955,-0.520121621,0.324149392,-3.243527575
2448112,0,-1.085626256,2.630520478,2.785832813,-1.333353087,3.468555799,3.36166108,3.035646248,2.211780525,3.463641673
2448113,1.223107224,0.313499536,1.47777063,1.80185055,3.300629647,1.69018108,1.215720575,1.804223564,1.081629243,-0.271881376
2448114,-1.846206284,-0.149421021,-2.426019573,-2.12363193,2.556376427,-2.259983192,-3.293020629,0,-0.62406593,-2.121870399
2448117,3.39182182,0.458574268,2.625690178,5.918887139,-2.572158263,1.699757637,2.500547022,1.98026273,2.476906811,2.401050222
2448118,0.287839009,1.373243748,2.390265653,-1.739174271,-1.307208157,0,0.427140456,1.796689393,1.522099401,2.067043417
2448119,-2.093183604,-0.15914798,0.35392003,-0.281096461,-1.324522675,0.291708947,-2.449102001,0.470230262,0.155809943,-0.243952144
2448120,-0.623054975,1.796455498,-1.451768485,-0.588167794,-3.052839967,-3.418746798,-3.37641796,-3.589292306,-2.909385011,-3.116811613
2448121,2.217274005,-0.290275966,-2.439816519,-3.33042363,-3.936617828,-1.76995771,-3.05984835,-1.355952979,-0.947874395,-0.539084863
2448124,-2.217274005,-1.031541206,0.951588485,0,0.716848948,0.284427781,0.461239065,0.684934185,-0.636944829,0.818264686
2448125,-0.31421864,0.735384645,0.189465763,-1.234583582,0.685716973,-2.080668149,-0.909262493,-2.10534092,0,0.547946576
2448126,-5.012438718,0.449385808,-2.744103872,-3.154835773,0.338600775,-4.649700041,-2.317558205,-4.668711397,-3.160533942,-2.197890672
2448127,2.120220765,0.597016699,-3.110733552,-2.913837781,2.10534092,-4.545646861,-2.402285224,-0.936704235,-1.229752781,2.849195579
2448128,1.351371917,-3.333844115,2.446666052,2.270748748,2.355598291,3.576004152,3.792642643,4.576249413,-0.180718754,-0.566573754
2448131,1.282068843,-1.880933196,0.780584639,0.951434318,1.273902578,1.208327896,-0.858374369,1.379332213,0.48886931,0
2448132,1.880933196,1.545625824,0.966191091,-0.957427319,-0.63897981,0.287839009,-0.449283631,0.672386753,2.1396104,1.364457788
2448133,3.115516778,-0.615386557,1.726445583,0.957427319,0.63897981,2.366974409,0.449283631,3.205792885,1.292508623,0
2448134,-1.851676162,-0.309119257,-1.155651259,0.300450902,-1.623119493,-3.57180826,-4.405998979,-1.514770646,-2.422869052,-1.662088124
2448135,-0.623054975,0.917493744,-0.186567218,0.623054975,1.618116723,2.395324102,3.57180826,2.5208587,0.651468102,3.023511785
2448139,1.892800989,0.750972522,0.393664394,1.234583582,0.63897981,1.176484158,2.643325707,1.011813017,1.453438511,0.542006747
2448140,1.242252,1.046880843,-0.375657842,1.823758755,-0.333890127,-0.586511945,-1.330551842,0.995033085,0,-1.335075816
2448141,-2.80439009,-0.29542119,-1.159157872,-1.823758755,-0.311203571,-2.686657156,-2.229506227,-2.499122405,-0.807190947,2.940135085
2448142,4.056640346,-0.599737914,0.973754711,-0.615386557,0.315291906,2.402229375,1.80185055,1.476188785,1.615544022,1.574835697
2448145,-1.834913867,0,-0.773078235,0.294912969,-2.59686724,0.284427781,-4.949538282,-2.93090286,-3.195159981,-1.835679414
2448146,-0.320473589,0.160128137,-0.776004651,0.611622702,0.978455512,-0.593473552,-1.851904777,0.478851673,-0.323645826,0
2448147,-0.611622702,0,-0.569477621,1.212136053,0,0.309045771,-1.386568964,1.501411056,0,-0.77381961
2448148,-1.234583582,0.304414238,-0.590759222,-2.735881435,-0.318387109,-2.110896321,-0.938974035,-1.98026273,-1.790860216,-0.526261608
2448149,1.250016276,0,-0.789756585,-0.322460902,-0.347268948,-0.318510621,0,0,-1.164650539,-0.274754479
2448152,1.572477178,1.045871167,0.600137316,1.846206284,0.668898815,-0.615386557,1.399682393,0,0.823268493,1.047129987
2448153,3.371105734,-0.143181029,-0.796043423,1.52489945,-0.323799527,1.834913867,2.360986564,0.545875804,2.144073663,0
2448154,-2.093183604,-0.7573517,-0.389864042,1.193901478,-2.047853134,-3.704127168,-1.373698973,-3.116041582,-2.454674667,0.271881376
2448155,-0.929304691,-0.904983552,-3.878934906,-2.402229375,1.746890395,-2.24556514,-0.952569596,-1.092907053,-1.008411907,-0.526261608
2448156,-0.975868042,-0.147130973,-0.84284598,0.291333054,-3.344793407,0.975868042,-0.491773263,-0.582569427,-2.564067252,0.276213923
2448159,1.307208157,-0.771259256,-2.789903024,-0.933897178,-2.076199145,-1.602515555,-0.961730821,-1.195416534,-0.348456691,-0.539084863
2448160,2.892816591,-2.00476953,1.513587861,-0.917778983,1.741096904,1.935294564,1.413046234,1.742364115,2.242647474,3.753791932
2448161,-2.212986151,0,-0.207986764,-2.523474806,-0.687287929,-0.975868042,0.491773263,0,-2.397539321,0.792661639
2448162,-3.567191348,-0.961607512,-1.483055903,-0.975868042,-2.076199145,0.334922379,-1.878342226,-0.585983196,-1.372328385,-3.149535991
2448163,4.92374914,0.649352931,3.196094495,-0.647251451,1.388911216,1.582069231,4.695698309,7.303831033,2.599715464,3.794493156
2448166,3.681397312,-0.641027836,4.485056617,1.910642761,2.371652662,4.294611611,3.956715348,6.286107695,3.974032865,3.427224945
2448167,-0.287839009,-0.963089306,-0.382995489,-2.59754864,-0.321629867,-0.916994843,-0.843886865,-2.499122405,0.48994425,-0.761869226
2448168,-1.204833852,1.746713626,-0.402955549,-1.99342149,-0.677968699,-0.291333054,-4.405998979,-2.05177489,-0.646247564,-2.631453805
2448169,-1.514440278,-0.149421021,-0.386026343,2.988454575,0.353117303,1.496166905,-0.435414331,3.077165867,2.733537916,0
2448170,2.838316866,3.385146904,1.788191477,-0.653511671,0.354368641,1.190490251,0,2.08340869,2.716026546,1.069528912
2448173,0.605989008,-0.891536366,-1.968795497,-0.341521414,1.333353087,0.586511945,-0.926104044,-0.49099935,0,0.77788682
2448174,-0.619197025,-0.452058824,-1.820750873,-6.851994644,-2.702867239,-3.898616407,-0.952569596,-3.75470726,-2.416259434,-0.80954852
2448175,0,-1.350322244,-0.832407608,-0.711746777,2.027370425,-1.846206284,-3.443219642,-0.520382788,-1.814406861,-2.185879381
2448176,-0.623054975,-0.60241146,-2.518712832,-1.787306153,0.664454272,0.322460902,0.474121789,-2.186357312,-2.684725004,-1.111122543
2448177,-0.320473589,-1.075673494,1.277314441,0.724535846,2.59754864,2.431435121,3.443219642,3.208831455,2.172832264,2.162246401
2448180,0.928194256,-0.934644476,2.644384855,1.999800013,-1.941808586,1.47832926,-0.961730821,1.537532886,1.820390593,0.257014491
2448181,-0.90653567,-0.315477579,-0.613438156,-2.684725004,-1.639814581,-1.190490251,-1.440554403,-2.632280661,-0.985229644,-1.888691765
2448182,1.230633301,0.315956029,-0.199084278,1.028704253,0,-0.287839009,-0.478851673,1.639744251,0,0.544960477
2448183,4.179712868,0.479133435,3.930384527,2.316089154,4.908320073,2.923842941,3.865962675,3.75470726,4.075799247,1.855027898
2448184,-0.576370472,-0.480648535,0.385781685,1.922889653,-1.577596259,3.605196844,0.469569221,1.005033585,1.088395056,-1.038862449
2448187,3.720616295,-0.80578552,1.884949212,0.935176789,1.880933196,-1.10181811,4.405998979,1.050514711,1.698002003,3.100703137
2448188,-2.266129151,-0.318491893,-1.316530261,0,-3.822121282,0,-0.416522643,0,0.457157774,-0.245198325
