year,county,nonbank_loans,bank_loans
2014,51640,30.0,19.0
2015,51640,26.0,31.0
2016,51640,32.0,26.0
2006,51650,82.0,107.0
2007,51650,111.0,88.0
2008,51650,102.0,74.0
2009,51650,90.0,68.0
2010,51650,62.0,68.0
2011,51650,60.0,67.0
2012,51650,80.0,99.0
2013,51650,105.0,92.0
2014,51650,115.0,76.0
2015,51650,114.0,91.0
2016,51650,135.0,90.0
2006,51660,116.0,83.0
2007,51660,87.0,99.0
2008,51660,115.0,80.0
2009,51660,100.0,60.0
2010,51660,131.0,153.0
2011,51660,110.0,76.0
2012,51660,112.0,90.0
2013,51660,127.0,87.0
2014,51660,132.0,82.0
2015,51660,123.0,91.0
2016,51660,124.0,81.0
2006,51670,17.0,20.0
2007,51670,17.0,23.0
2008,51670,10.0,3.0
2009,51670,11.0,11.0
2010,51670,8.0,8.0
2011,51670,15.0,10.0
2012,51670,18.0,4.0
2013,51670,22.0,10.0
2014,51670,15.0,11.0
2015,51670,21.0,8.0
2016,51670,20.0,10.0
2006,51678,21.0,15.0
2007,51678,32.0,26.0
2008,51678,32.0,23.0
2009,51678,28.0,16.0
2010,51678,24.0,19.0
2011,51678,28.0,21.0
2012,51678,19.0,24.0
2013,51678,38.0,28.0
2014,51678,28.0,23.0
2015,51678,34.0,19.0
2016,51678,33.0,18.0
2006,51680,108.0,171.0
2007,51680,119.0,118.0
2008,51680,137.0,132.0
2009,51680,91.0,101.0
2010,51680,164.0,247.0
2011,51680,98.0,123.0
2012,51680,135.0,139.0
2013,51680,163.0,127.0
2014,51680,142.0,106.0
2015,51680,147.0,136.0
2016,51680,168.0,145.0
2006,51683,68.0,68.0
2007,51683,71.0,76.0
2008,51683,75.0,60.0
2009,51683,58.0,47.0
2010,51683,50.0,50.0
2011,51683,74.0,71.0
2012,51683,87.0,50.0
2013,51683,109.0,74.0
2014,51683,91.0,49.0
2015,51683,101.0,85.0
2016,51683,92.0,72.0
2006,51690,29.0,47.0
2007,51690,34.0,45.0
2008,51690,51.0,42.0
2009,51690,43.0,49.0
2010,51690,87.0,104.0
2011,51690,35.0,32.0
2012,51690,36.0,42.0
2013,51690,33.0,57.0
2014,51690,48.0,36.0
2015,51690,32.0,26.0
2016,51690,42.0,43.0
2006,51700,261.0,139.0
2007,51700,291.0,120.0
2008,51700,232.0,148.0
2009,51700,170.0,112.0
2010,51700,94.0,108.0
2011,51700,181.0,132.0
2012,51700,156.0,150.0
2013,51700,181.0,162.0
2014,51700,165.0,133.0
2015,51700,226.0,96.0
2016,51700,201.0,72.0
2006,51710,204.0,252.0
2007,51710,178.0,242.0
2008,51710,192.0,306.0
2009,51710,364.0,186.0
2010,51710,235.0,186.0
2011,51710,224.0,200.0
2012,51710,181.0,208.0
2013,51710,211.0,205.0
2014,51710,233.0,188.0
2015,51710,239.0,157.0
2016,51710,252.0,156.0
2006,51720,20.0,22.0
2007,51720,26.0,15.0
2008,51720,25.0,31.0
2009,51720,13.0,13.0
2010,51720,14.0,18.0
2011,51720,18.0,14.0
2012,51720,23.0,17.0
2013,51720,11.0,9.0
2014,51720,27.0,8.0
2015,51720,25.0,11.0
2016,51720,15.0,13.0
2006,51730,75.0,44.0
2007,51730,75.0,37.0
2008,51730,64.0,115.0
2009,51730,48.0,71.0
2010,51730,45.0,62.0
2011,51730,54.0,56.0
2012,51730,57.0,79.0
2013,51730,69.0,101.0
2014,51730,60.0,55.0
2015,51730,76.0,54.0
2016,51730,65.0,137.0
2006,51735,9.0,9.0
2007,51735,7.0,6.0
2008,51735,8.0,7.0
2009,51735,1.0,3.0
2010,51735,1.0,4.0
2011,51735,2.0,1.0
2012,51735,5.0,3.0
2013,51735,9.0,11.0
2014,51735,6.0,6.0
2015,51735,5.0,9.0
2016,51735,11.0,7.0
2006,51740,75.0,58.0
2007,51740,62.0,67.0
2008,51740,53.0,61.0
2009,51740,47.0,64.0
2010,51740,47.0,50.0
2011,51740,59.0,56.0
2012,51740,68.0,69.0
2013,51740,68.0,53.0
2014,51740,68.0,74.0
2015,51740,93.0,73.0
2016,51740,76.0,68.0
2006,51750,32.0,16.0
2007,51750,16.0,13.0
2008,51750,16.0,17.0
2009,51750,14.0,18.0
2010,51750,14.0,8.0
2011,51750,18.0,20.0
2012,51750,20.0,4.0
2013,51750,42.0,13.0
2014,51750,28.0,20.0
2015,51750,30.0,16.0
2016,51750,23.0,13.0
2006,51760,211.0,216.0
2007,51760,251.0,212.0
2008,51760,229.0,227.0
2009,51760,286.0,187.0
2010,51760,236.0,170.0
2011,51760,319.0,178.0
2012,51760,272.0,217.0
2013,51760,251.0,167.0
2014,51760,262.0,190.0
2015,51760,322.0,181.0
2016,51760,357.0,197.0
2006,51770,157.0,216.0
2007,51770,128.0,145.0
2008,51770,171.0,132.0
2009,51770,180.0,101.0
2010,51770,182.0,101.0
2011,51770,178.0,93.0
2012,51770,139.0,128.0
2013,51770,136.0,182.0
2014,51770,188.0,158.0
2015,51770,162.0,144.0
2016,51770,139.0,120.0
2006,51775,71.0,67.0
2007,51775,51.0,57.0
2008,51775,52.0,53.0
2009,51775,65.0,51.0
2010,51775,88.0,56.0
2011,51775,56.0,51.0
2012,51775,72.0,65.0
2013,51775,56.0,37.0
2014,51775,57.0,52.0
2015,51775,90.0,37.0
2016,51775,89.0,57.0
2006,51790,40.0,32.0
2007,51790,30.0,39.0
2008,51790,53.0,46.0
2009,51790,34.0,32.0
2010,51790,25.0,30.0
2011,51790,55.0,44.0
2012,51790,52.0,31.0
2013,51790,68.0,44.0
2014,51790,62.0,41.0
2015,51790,59.0,48.0
2016,51790,52.0,38.0
2006,51800,107.0,79.0
2007,51800,102.0,63.0
2008,51800,94.0,58.0
2009,51800,67.0,58.0
2010,51800,52.0,40.0
2011,51800,100.0,73.0
2012,51800,113.0,72.0
2013,51800,127.0,73.0
2014,51800,145.0,58.0
2015,51800,119.0,112.0
2016,51800,127.0,74.0
2006,51810,496.0,417.0
2007,51810,409.0,445.0
2008,51810,422.0,355.0
2009,51810,398.0,324.0
2010,51810,323.0,325.0
2011,51810,472.0,359.0
2012,51810,477.0,393.0
2013,51810,492.0,453.0
2014,51810,508.0,421.0
2015,51810,646.0,365.0
2016,51810,545.0,372.0
2006,51820,36.0,34.0
2007,51820,31.0,37.0
2008,51820,27.0,31.0
2009,51820,15.0,51.0
2010,51820,19.0,17.0
2011,51820,51.0,42.0
2012,51820,38.0,59.0
2013,51820,45.0,35.0
2014,51820,38.0,23.0
2015,51820,53.0,20.0
2016,51820,46.0,20.0
2006,51840,42.0,73.0
2007,51840,42.0,45.0
2008,51840,42.0,45.0
2009,51840,56.0,63.0
2010,51840,37.0,45.0
2011,51840,47.0,54.0
2012,51840,55.0,60.0
2013,51840,74.0,57.0
2014,51840,61.0,61.0
2015,51840,82.0,47.0
2016,51840,84.0,61.0
2006,53001,172.0,37.0
2007,53001,180.0,43.0
2008,53001,209.0,28.0
2009,53001,189.0,29.0
2010,53001,234.0,35.0
2011,53001,228.0,58.0
2012,53001,237.0,51.0
2013,53001,197.0,47.0
2014,53001,229.0,52.0
2015,53001,210.0,43.0
2016,53001,176.0,43.0
2006,53003,44.0,18.0
2007,53003,28.0,22.0
2008,53003,27.0,24.0
2009,53003,19.0,19.0
2010,53003,21.0,15.0
2011,53003,34.0,29.0
2012,53003,31.0,37.0
2013,53003,64.0,38.0
2014,53003,35.0,38.0
2015,53003,31.0,30.0
2016,53003,23.0,15.0
2006,53005,215.0,150.0
2007,53005,258.0,171.0
2008,53005,254.0,146.0
2009,53005,287.0,140.0
2010,53005,246.0,135.0
2011,53005,231.0,137.0
2012,53005,263.0,159.0
2013,53005,359.0,153.0
2014,53005,337.0,210.0
2015,53005,343.0,183.0
2016,53005,339.0,181.0
2006,53007,201.0,126.0
2007,53007,275.0,133.0
2008,53007,189.0,96.0
2009,53007,234.0,111.0
2010,53007,130.0,71.0
2011,53007,148.0,118.0
2012,53007,158.0,125.0
2013,53007,179.0,174.0
2014,53007,229.0,202.0
2015,53007,194.0,131.0
2016,53007,176.0,139.0
2006,53009,114.0,63.0
2007,53009,129.0,63.0
2008,53009,98.0,49.0
2009,53009,90.0,47.0
2010,53009,104.0,44.0
2011,53009,88.0,52.0
2012,53009,125.0,60.0
2013,53009,84.0,50.0
2014,53009,118.0,45.0
2015,53009,113.0,32.0
2016,53009,101.0,44.0
2006,53011,516.0,393.0
2007,53011,537.0,464.0
2008,53011,488.0,367.0
2009,53011,470.0,291.0
2010,53011,381.0,364.0
2011,53011,415.0,379.0
2012,53011,549.0,428.0
2013,53011,536.0,553.0
2014,53011,686.0,504.0
2015,53011,648.0,517.0
2016,53011,605.0,494.0
2006,53013,15.0,6.0
2007,53013,12.0,6.0
2008,53013,25.0,7.0
2009,53013,16.0,7.0
2010,53013,29.0,1.0
2011,53013,24.0,6.0
2012,53013,44.0,7.0
2013,53013,32.0,8.0
2014,53013,29.0,6.0
2015,53013,35.0,5.0
2016,53013,24.0,5.0
2006,53015,144.0,101.0
2007,53015,169.0,103.0
2008,53015,111.0,120.0
2009,53015,121.0,98.0
2010,53015,96.0,76.0
2011,53015,87.0,89.0
2012,53015,110.0,97.0
2013,53015,130.0,113.0
2014,53015,143.0,97.0
2015,53015,130.0,103.0
2016,53015,144.0,106.0
2006,53017,55.0,46.0
2007,53017,99.0,57.0
2008,53017,75.0,85.0
2009,53017,72.0,53.0
2010,53017,59.0,37.0
2011,53017,74.0,41.0
2012,53017,83.0,39.0
2013,53017,92.0,35.0
2014,53017,81.0,46.0
2015,53017,95.0,42.0
2016,53017,70.0,53.0
2006,53019,9.0,3.0
2007,53019,5.0,9.0
2008,53019,10.0,9.0
2009,53019,6.0,2.0
2010,53019,8.0,2.0
2011,53019,6.0,1.0
2012,53019,11.0,4.0
2013,53019,11.0,5.0
2014,53019,14.0,1.0
2015,53019,7.0,4.0
2016,53019,12.0,3.0
2006,53021,338.0,107.0
2007,53021,317.0,124.0
2008,53021,337.0,83.0
2009,53021,303.0,87.0
2010,53021,284.0,109.0
2011,53021,378.0,169.0
2012,53021,387.0,120.0
2013,53021,373.0,132.0
2014,53021,395.0,111.0
2015,53021,367.0,137.0
2016,53021,330.0,102.0
2006,53023,16.0,7.0
2007,53023,26.0,8.0
2008,53023,15.0,5.0
2009,53023,18.0,6.0
2010,53023,33.0,9.0
2011,53023,25.0,11.0
2012,53023,27.0,10.0
2013,53023,21.0,15.0
2014,53023,17.0,14.0
2015,53023,35.0,13.0
2016,53023,19.0,8.0
2006,53025,454.0,91.0
2007,53025,525.0,136.0
2008,53025,570.0,124.0
2009,53025,486.0,101.0
2010,53025,534.0,94.0
2011,53025,549.0,104.0
2012,53025,640.0,138.0
2013,53025,651.0,101.0
2014,53025,637.0,122.0
2015,53025,562.0,104.0
2016,53025,441.0,110.0
2006,53027,115.0,78.0
2007,53027,126.0,96.0
2008,53027,98.0,81.0
2009,53027,71.0,71.0
2010,53027,70.0,64.0
2011,53027,81.0,63.0
2012,53027,108.0,55.0
2013,53027,90.0,60.0
2014,53027,154.0,67.0
2015,53027,95.0,48.0
2016,53027,136.0,56.0
2006,53029,50.0,53.0
2007,53029,92.0,62.0
2008,53029,64.0,47.0
2009,53029,65.0,55.0
2010,53029,51.0,35.0
2011,53029,53.0,43.0
2012,53029,60.0,47.0
2013,53029,56.0,36.0
2014,53029,56.0,49.0
2015,53029,70.0,52.0
2016,53029,70.0,51.0
2006,53031,39.0,23.0
2007,53031,47.0,45.0
2008,53031,46.0,29.0
2009,53031,38.0,22.0
2010,53031,43.0,28.0
2011,53031,54.0,21.0
2012,53031,48.0,21.0
2013,53031,47.0,26.0
2014,53031,38.0,19.0
2015,53031,36.0,26.0
2016,53031,37.0,19.0
2006,53033,2814.0,2185.0
2007,53033,3053.0,2522.0
2008,53033,2750.0,2240.0
2009,53033,2425.0,1820.0
2010,53033,2319.0,1922.0
2011,53033,2492.0,2232.0
2012,53033,2951.0,2506.0
2013,53033,2993.0,2718.0
2014,53033,3109.0,2781.0
2015,53033,3096.0,2841.0
2016,53033,2809.0,2818.0
2006,53035,194.0,167.0
2007,53035,224.0,138.0
2008,53035,167.0,167.0
2009,53035,177.0,133.0
2010,53035,178.0,119.0
2011,53035,141.0,147.0
2012,53035,178.0,153.0
2013,53035,208.0,144.0
2014,53035,183.0,164.0
2015,53035,204.0,163.0
2016,53035,270.0,165.0
2006,53037,105.0,56.0
2007,53037,114.0,55.0
2008,53037,103.0,52.0
2009,53037,107.0,45.0
2010,53037,119.0,46.0
2011,53037,133.0,62.0
2012,53037,124.0,56.0
2013,53037,197.0,67.0
2014,53037,145.0,47.0
2015,53037,176.0,69.0
2016,53037,167.0,74.0
2006,53039,52.0,30.0
2007,53039,45.0,21.0
2008,53039,45.0,30.0
2009,53039,66.0,12.0
2010,53039,30.0,20.0
2011,53039,48.0,25.0
2012,53039,72.0,23.0
2013,53039,51.0,33.0
2014,53039,54.0,27.0
2015,53039,55.0,29.0
2016,53039,65.0,33.0
2006,53041,136.0,74.0
2007,53041,182.0,100.0
2008,53041,167.0,70.0
2009,53041,108.0,60.0
2010,53041,96.0,57.0
2011,53041,130.0,70.0
2012,53041,160.0,65.0
2013,53041,160.0,60.0
2014,53041,146.0,66.0
2015,53041,154.0,66.0
2016,53041,161.0,97.0
2006,53043,102.0,37.0
2007,53043,128.0,38.0
2008,53043,126.0,32.0
2009,53043,122.0,49.0
2010,53043,174.0,30.0
2011,53043,177.0,31.0
2012,53043,182.0,47.0
2013,53043,167.0,30.0
2014,53043,185.0,69.0
2015,53043,155.0,52.0
2016,53043,165.0,29.0
2006,53045,75.0,56.0
2007,53045,69.0,51.0
2008,53045,64.0,39.0
2009,53045,61.0,28.0
2010,53045,43.0,17.0
2011,53045,48.0,31.0
2012,53045,58.0,34.0
2013,53045,50.0,42.0
2014,53045,59.0,50.0
2015,53045,59.0,42.0
2016,53045,57.0,46.0
2006,53047,85.0,64.0
2007,53047,104.0,72.0
2008,53047,116.0,69.0
2009,53047,76.0,55.0
2010,53047,87.0,48.0
2011,53047,137.0,52.0
2012,53047,100.0,83.0
2013,53047,125.0,72.0
2014,53047,130.0,63.0
2015,53047,125.0,72.0
2016,53047,120.0,67.0
2006,53049,22.0,20.0
2007,53049,31.0,16.0
2008,53049,15.0,24.0
2009,53049,24.0,13.0
2010,53049,30.0,14.0
2011,53049,20.0,23.0
2012,53049,38.0,25.0
2013,53049,29.0,13.0
2014,53049,48.0,15.0
2015,53049,42.0,26.0
2016,53049,35.0,19.0
2006,53051,22.0,10.0
2007,53051,24.0,12.0
2008,53051,13.0,11.0
2009,53051,6.0,9.0
2010,53051,16.0,5.0
2011,53051,13.0,6.0
2012,53051,16.0,13.0
2013,53051,22.0,17.0
2014,53051,21.0,5.0
2015,53051,33.0,4.0
2016,53051,13.0,10.0
2006,53053,911.0,597.0
2007,53053,1006.0,657.0
2008,53053,720.0,633.0
2009,53053,669.0,503.0
2010,53053,616.0,463.0
2011,53053,644.0,519.0
2012,53053,695.0,559.0
2013,53053,804.0,666.0
2014,53053,856.0,744.0
2015,53053,873.0,681.0
2016,53053,836.0,668.0
2006,53055,23.0,17.0
2007,53055,45.0,30.0
2008,53055,23.0,25.0
2009,53055,21.0,13.0
2010,53055,10.0,18.0
2011,53055,12.0,22.0
2012,53055,15.0,20.0
2013,53055,19.0,16.0
2014,53055,21.0,22.0
2015,53055,33.0,25.0
2016,53055,33.0,35.0
2006,53057,234.0,205.0
2007,53057,239.0,194.0
2008,53057,208.0,147.0
2009,53057,178.0,111.0
2010,53057,180.0,114.0
2011,53057,244.0,132.0
2012,53057,218.0,162.0
2013,53057,229.0,172.0
2014,53057,238.0,160.0
2015,53057,248.0,143.0
2016,53057,229.0,139.0
2006,53059,4.0,2.0
2007,53059,4.0,1.0
2008,53059,1.0,2.0
2009,53059,2.0,3.0
2010,53059,5.0,6.0
2011,53059,1.0,5.0
2012,53059,7.0,7.0
2013,53059,5.0,5.0
2014,53059,5.0,6.0
2015,53059,9.0,3.0
2016,53059,6.0,2.0
2006,53061,776.0,625.0
2007,53061,867.0,668.0
2008,53061,683.0,531.0
2009,53061,559.0,422.0
2010,53061,537.0,467.0
2011,53061,538.0,555.0
2012,53061,729.0,616.0
2013,53061,802.0,669.0
2014,53061,925.0,714.0
2015,53061,861.0,693.0
2016,53061,887.0,664.0
2006,53063,622.0,518.0
2007,53063,717.0,522.0
2008,53063,668.0,459.0
2009,53063,620.0,395.0
2010,53063,495.0,405.0
2011,53063,558.0,418.0
2012,53063,630.0,474.0
2013,53063,662.0,574.0
2014,53063,671.0,567.0
2015,53063,673.0,520.0
2016,53063,639.0,600.0
2006,53065,80.0,43.0
2007,53065,84.0,47.0
2008,53065,74.0,41.0
2009,53065,60.0,35.0
2010,53065,54.0,30.0
2011,53065,62.0,53.0
2012,53065,67.0,52.0
2013,53065,88.0,56.0
2014,53065,89.0,52.0
2015,53065,106.0,44.0
2016,53065,66.0,59.0
2006,53067,296.0,193.0
2007,53067,309.0,203.0
2008,53067,259.0,195.0
2009,53067,209.0,155.0
2010,53067,180.0,162.0
2011,53067,164.0,145.0
2012,53067,230.0,196.0
2013,53067,278.0,178.0
2014,53067,231.0,240.0
2015,53067,229.0,204.0
2016,53067,299.0,259.0
2006,53069,5.0,7.0
2007,53069,10.0,2.0
2008,53069,3.0,7.0
2009,53069,2.0,3.0
2010,53069,6.0,5.0
2011,53069,6.0,5.0
2012,53069,6.0,3.0
2013,53069,13.0,8.0
2014,53069,10.0,6.0
2015,53069,4.0,3.0
2016,53069,9.0,4.0
2006,53071,124.0,74.0
2007,53071,152.0,82.0
2008,53071,132.0,81.0
2009,53071,122.0,82.0
2010,53071,125.0,67.0
2011,53071,150.0,59.0
2012,53071,137.0,72.0
2013,53071,190.0,68.0
2014,53071,161.0,81.0
2015,53071,152.0,70.0
2016,53071,150.0,56.0
2006,53073,374.0,242.0
2007,53073,369.0,276.0
2008,53073,311.0,295.0
2009,53073,313.0,211.0
2010,53073,278.0,215.0
2011,53073,343.0,258.0
2012,53073,365.0,276.0
2013,53073,440.0,300.0
2014,53073,430.0,260.0
2015,53073,427.0,309.0
2016,53073,415.0,301.0
2006,53075,134.0,60.0
2007,53075,184.0,68.0
2008,53075,226.0,61.0
2009,53075,197.0,57.0
2010,53075,183.0,55.0
2011,53075,273.0,87.0
2012,53075,278.0,88.0
2013,53075,261.0,79.0
2014,53075,211.0,84.0
2015,53075,200.0,66.0
2016,53075,187.0,70.0
2006,53077,564.0,262.0
2007,53077,673.0,243.0
2008,53077,688.0,254.0
2009,53077,569.0,221.0
2010,53077,518.0,185.0
2011,53077,473.0,255.0
2012,53077,541.0,258.0
2013,53077,582.0,243.0
2014,53077,592.0,272.0
2015,53077,574.0,251.0
2016,53077,525.0,244.0
2006,54001,15.0,24.0
2007,54001,12.0,18.0
2008,54001,13.0,18.0
2009,54001,12.0,22.0
2010,54001,7.0,13.0
2011,54001,18.0,15.0
2012,54001,19.0,13.0
2013,54001,13.0,15.0
2014,54001,13.0,14.0
2006,54003,89.0,77.0
2007,54003,94.0,110.0
2008,54003,69.0,70.0
2009,54003,89.0,84.0
2010,54003,65.0,63.0
2011,54003,93.0,64.0
2012,54003,127.0,76.0
2013,54003,72.0,57.0
2014,54003,60.0,60.0
2015,54003,13.0,13.0
2016,54003,15.0,7.0
2006,54005,14.0,21.0
2007,54005,13.0,23.0
2008,54005,23.0,8.0
2009,54005,7.0,15.0
2010,54005,15.0,7.0
2011,54005,23.0,15.0
2012,54005,19.0,4.0
2013,54005,8.0,7.0
2014,54005,20.0,1.0
2015,54005,1.0,0.0
2016,54005,10.0,0.0
2006,54007,18.0,88.0
2007,54007,20.0,82.0
2008,54007,21.0,56.0
2009,54007,18.0,70.0
2010,54007,21.0,39.0
2011,54007,19.0,33.0
2012,54007,29.0,42.0
2013,54007,7.0,34.0
2014,54007,10.0,25.0
2015,54007,0.0,4.0
2016,54007,1.0,1.0
2006,54009,17.0,23.0
2007,54009,7.0,23.0
2008,54009,6.0,20.0
2009,54009,8.0,18.0
2010,54009,8.0,19.0
2011,54009,20.0,16.0
2012,54009,14.0,18.0
2013,54009,11.0,17.0
2014,54009,8.0,11.0
2015,54009,2.0,2.0
2016,54009,1.0,2.0
2006,54011,113.0,176.0
2007,54011,130.0,199.0
2008,54011,116.0,177.0
2009,54011,127.0,163.0
2010,54011,147.0,197.0
2011,54011,160.0,212.0
2012,54011,175.0,211.0
2013,54011,92.0,105.0
2014,54011,72.0,100.0
2015,54011,42.0,13.0
2016,54011,17.0,2.0
2006,54013,7.0,11.0
2007,54013,6.0,6.0
2008,54013,8.0,14.0
2009,54013,16.0,4.0
2010,54013,5.0,9.0
2011,54013,11.0,13.0
2012,54013,17.0,10.0
2013,54013,7.0,11.0
2014,54013,1.0,1.0
2015,54013,1.0,0.0
2006,54015,8.0,5.0
2007,54015,6.0,3.0
2008,54015,6.0,9.0
2009,54015,3.0,7.0
2010,54015,8.0,17.0
2011,54015,6.0,6.0
2012,54015,6.0,10.0
2013,54015,4.0,16.0
2014,54015,1.0,13.0
2006,54017,6.0,8.0
2007,54017,4.0,4.0
2008,54017,3.0,7.0
2009,54017,3.0,4.0
2010,54017,2.0,5.0
2011,54017,4.0,2.0
2012,54017,4.0,3.0
2013,54017,3.0,6.0
2014,54017,2.0,3.0
2006,54019,37.0,40.0
2007,54019,33.0,31.0
2008,54019,34.0,30.0
2009,54019,29.0,28.0
2010,54019,30.0,36.0
2011,54019,44.0,31.0
2012,54019,49.0,29.0
2013,54019,22.0,24.0
2014,54019,25.0,25.0
2015,54019,0.0,2.0
2016,54019,1.0,1.0
2006,54021,6.0,7.0
2007,54021,13.0,7.0
2008,54021,4.0,12.0
2009,54021,6.0,11.0
2010,54021,6.0,19.0
2011,54021,5.0,19.0
2012,54021,4.0,11.0
2013,54021,6.0,8.0
2014,54021,3.0,6.0
2015,54021,2.0,0.0
2006,54023,17.0,31.0
2007,54023,19.0,22.0
2008,54023,17.0,15.0
2009,54023,14.0,23.0
2010,54023,17.0,24.0
2011,54023,29.0,34.0
2012,54023,21.0,32.0
2013,54023,24.0,43.0
2014,54023,11.0,35.0
2015,54023,2.0,1.0
2016,54023,0.0,2.0
2006,54025,58.0,56.0
2007,54025,63.0,47.0
2008,54025,56.0,68.0
2009,54025,83.0,60.0
2010,54025,73.0,53.0
2011,54025,85.0,59.0
2012,54025,78.0,44.0
2013,54025,66.0,41.0
2014,54025,20.0,39.0
2015,54025,8.0,2.0
2016,54025,8.0,4.0
2006,54027,48.0,42.0
2007,54027,20.0,37.0
2008,54027,20.0,29.0
2009,54027,22.0,41.0
2010,54027,16.0,32.0
2011,54027,29.0,24.0
2012,54027,30.0,40.0
2013,54027,12.0,29.0
2014,54027,8.0,25.0
2016,54027,0.0,1.0
2006,54029,21.0,23.0
2007,54029,25.0,26.0
2008,54029,21.0,28.0
2009,54029,22.0,32.0
2010,54029,32.0,19.0
2011,54029,32.0,31.0
2012,54029,35.0,34.0
2013,54029,20.0,21.0
2014,54029,22.0,26.0
2015,54029,2.0,4.0
2016,54029,3.0,11.0
2006,54031,29.0,31.0
2007,54031,21.0,55.0
2008,54031,27.0,39.0
2009,54031,20.0,26.0
2010,54031,24.0,26.0
2011,54031,36.0,36.0
2012,54031,35.0,38.0
2013,54031,28.0,27.0
2014,54031,19.0,49.0
2015,54031,3.0,1.0
2016,54031,3.0,1.0
2006,54033,73.0,103.0
2007,54033,81.0,124.0
2008,54033,91.0,126.0
2009,54033,106.0,111.0
2010,54033,110.0,126.0
2011,54033,99.0,123.0
2012,54033,124.0,109.0
2013,54033,59.0,104.0
2014,54033,55.0,124.0
2015,54033,9.0,1.0
2016,54033,6.0,4.0
2006,54035,64.0,36.0
2007,54035,66.0,33.0
2008,54035,52.0,34.0
2009,54035,37.0,26.0
2010,54035,36.0,35.0
2011,54035,35.0,40.0
2012,54035,54.0,44.0
2013,54035,26.0,29.0
2014,54035,35.0,47.0
2015,54035,2.0,1.0
2016,54035,13.0,3.0
2006,54037,45.0,64.0
2007,54037,59.0,33.0
2008,54037,34.0,42.0
2009,54037,48.0,37.0
2010,54037,50.0,27.0
2011,54037,52.0,32.0
2012,54037,52.0,36.0
2013,54037,39.0,30.0
2014,54037,42.0,31.0
2015,54037,10.0,5.0
2016,54037,6.0,7.0
2006,54039,260.0,396.0
2007,54039,301.0,338.0
2008,54039,365.0,295.0
2009,54039,239.0,259.0
2010,54039,249.0,278.0
2011,54039,297.0,327.0
2012,54039,330.0,315.0
2013,54039,214.0,264.0
2014,54039,123.0,176.0
2015,54039,10.0,10.0
2016,54039,26.0,8.0
2006,54041,43.0,28.0
2007,54041,56.0,32.0
2008,54041,57.0,36.0
2009,54041,27.0,27.0
2010,54041,44.0,44.0
2011,54041,68.0,35.0
2012,54041,62.0,32.0
2013,54041,41.0,30.0
2014,54041,11.0,41.0
2015,54041,3.0,1.0
2016,54041,2.0,0.0
2006,54043,20.0,6.0
2007,54043,33.0,9.0
2008,54043,15.0,6.0
2009,54043,16.0,2.0
2010,54043,35.0,3.0
2011,54043,32.0,5.0
2012,54043,24.0,8.0
2013,54043,4.0,6.0
2014,54043,5.0,2.0
2006,54045,28.0,26.0
2007,54045,28.0,27.0
2008,54045,35.0,37.0
2009,54045,35.0,26.0
2010,54045,34.0,18.0
2011,54045,37.0,28.0
2012,54045,40.0,29.0
2013,54045,22.0,22.0
2014,54045,20.0,11.0
2015,54045,1.0,3.0
2016,54045,5.0,2.0
2006,54047,4.0,15.0
2007,54047,4.0,10.0
2008,54047,14.0,10.0
2009,54047,6.0,12.0
2010,54047,4.0,15.0
2011,54047,15.0,5.0
2012,54047,9.0,6.0
2013,54047,8.0,8.0
2014,54047,5.0,2.0
2006,54049,50.0,109.0
2007,54049,41.0,72.0
2008,54049,48.0,60.0
2009,54049,53.0,63.0
2010,54049,49.0,59.0
2011,54049,64.0,115.0
2012,54049,57.0,69.0
2013,54049,31.0,41.0
2014,54049,27.0,59.0
2015,54049,8.0,0.0
2016,54049,8.0,0.0
2006,54051,15.0,25.0
2007,54051,15.0,28.0
2008,54051,9.0,36.0
2009,54051,14.0,17.0
2010,54051,14.0,22.0
2011,54051,25.0,26.0
2012,54051,23.0,21.0
2013,54051,12.0,10.0
2014,54051,20.0,26.0
2015,54051,3.0,2.0
2016,54051,4.0,2.0
2006,54053,34.0,19.0
2007,54053,23.0,21.0
2008,54053,23.0,37.0
2009,54053,29.0,43.0
2010,54053,31.0,80.0
2011,54053,24.0,32.0
2012,54053,26.0,25.0
2013,54053,25.0,18.0
2014,54053,10.0,25.0
2015,54053,3.0,2.0
2016,54053,4.0,1.0
2006,54055,71.0,123.0
2007,54055,79.0,108.0
2008,54055,51.0,64.0
2009,54055,46.0,77.0
2010,54055,36.0,65.0
2011,54055,53.0,75.0
2012,54055,60.0,92.0
2013,54055,37.0,73.0
2014,54055,16.0,69.0
2015,54055,4.0,15.0
2016,54055,7.0,14.0
2006,54057,12.0,21.0
2007,54057,28.0,27.0
2008,54057,29.0,19.0
2009,54057,26.0,16.0
2010,54057,13.0,15.0
2011,54057,22.0,17.0
2012,54057,29.0,20.0
2013,54057,16.0,18.0
2014,54057,16.0,22.0
2015,54057,3.0,1.0
2016,54057,2.0,0.0
2006,54059,62.0,38.0
2007,54059,39.0,30.0
2008,54059,46.0,37.0
2009,54059,19.0,25.0
2010,54059,20.0,14.0
2011,54059,27.0,17.0
2012,54059,20.0,11.0
2013,54059,16.0,17.0
2014,54059,6.0,17.0
2015,54059,0.0,2.0
2016,54059,0.0,1.0
2006,54061,141.0,199.0
2007,54061,118.0,234.0
2008,54061,125.0,199.0
2009,54061,154.0,148.0
2010,54061,114.0,186.0
2011,54061,148.0,249.0
